#    n         h                k                l
  2209  -0.62052253E+01  -0.12128026E-02   0.85367844E-03
  2210  -0.62052420E+01  -0.12122587E-02   0.85329782E-03
  2211  -0.62052585E+01  -0.12117152E-02   0.85291753E-03
  2212  -0.62052750E+01  -0.12111722E-02   0.85253756E-03
  2213  -0.62052915E+01  -0.12106297E-02   0.85215791E-03
  2214  -0.62053079E+01  -0.12100877E-02   0.85177858E-03
  2215  -0.62053242E+01  -0.12095461E-02   0.85139958E-03
  2216  -0.62053405E+01  -0.12090050E-02   0.85102089E-03
  2217  -0.62053567E+01  -0.12084644E-02   0.85064253E-03
  2218  -0.62053729E+01  -0.12079242E-02   0.85026449E-03
  2219  -0.62053890E+01  -0.12073846E-02   0.84988677E-03
  2220  -0.62054051E+01  -0.12068454E-02   0.84950937E-03
  2221  -0.62054211E+01  -0.12063066E-02   0.84913229E-03
  2222  -0.62054370E+01  -0.12057684E-02   0.84875552E-03
  2223  -0.62054529E+01  -0.12052306E-02   0.84837908E-03
  2224  -0.62054687E+01  -0.12046932E-02   0.84800296E-03
  2225  -0.62054844E+01  -0.12041564E-02   0.84762715E-03
  2226  -0.62055001E+01  -0.12036200E-02   0.84725166E-03
  2227  -0.62055158E+01  -0.12030840E-02   0.84687649E-03
  2228  -0.62055314E+01  -0.12025486E-02   0.84650164E-03
  2229  -0.62055469E+01  -0.12020136E-02   0.84612710E-03
  2230  -0.62055624E+01  -0.12014791E-02   0.84575288E-03
  2231  -0.62055778E+01  -0.12009450E-02   0.84537898E-03
  2232  -0.62055932E+01  -0.12004114E-02   0.84500539E-03
  2233  -0.62056085E+01  -0.11998782E-02   0.84463212E-03
  2234  -0.62056238E+01  -0.11993456E-02   0.84425916E-03
  2235  -0.62056390E+01  -0.11988134E-02   0.84388652E-03
  2236  -0.62056541E+01  -0.11982816E-02   0.84351419E-03
  2237  -0.62056692E+01  -0.11977503E-02   0.84314217E-03
  2238  -0.62056843E+01  -0.11972195E-02   0.84277047E-03
  2239  -0.62056992E+01  -0.11966891E-02   0.84239909E-03
  2240  -0.62057142E+01  -0.11961592E-02   0.84202801E-03
  2241  -0.62057291E+01  -0.11956297E-02   0.84165725E-03
  2242  -0.62057439E+01  -0.11951007E-02   0.84128680E-03
  2243  -0.62057587E+01  -0.11945722E-02   0.84091666E-03
  2244  -0.62057734E+01  -0.11940441E-02   0.84054684E-03
  2245  -0.62057880E+01  -0.11935165E-02   0.84017732E-03
  2246  -0.62058027E+01  -0.11929893E-02   0.83980812E-03
  2247  -0.62058172E+01  -0.11924626E-02   0.83943922E-03
  2248  -0.62058317E+01  -0.11919363E-02   0.83907064E-03
  2249  -0.62058462E+01  -0.11914105E-02   0.83870237E-03
  2250  -0.62058606E+01  -0.11908852E-02   0.83833440E-03
  2251  -0.62058749E+01  -0.11903603E-02   0.83796675E-03
  2252  -0.62058893E+01  -0.11898358E-02   0.83759940E-03
  2253  -0.62059035E+01  -0.11893118E-02   0.83723236E-03
  2254  -0.62059177E+01  -0.11887883E-02   0.83686563E-03
  2255  -0.62059319E+01  -0.11882652E-02   0.83649921E-03
  2256  -0.62059460E+01  -0.11877425E-02   0.83613309E-03
  2257  -0.62059600E+01  -0.11872203E-02   0.83576729E-03
  2258  -0.62059740E+01  -0.11866986E-02   0.83540178E-03
  2259  -0.62059879E+01  -0.11861773E-02   0.83503659E-03
  2260  -0.62060018E+01  -0.11856564E-02   0.83467170E-03
  2261  -0.62060157E+01  -0.11851360E-02   0.83430712E-03
  2262  -0.62060295E+01  -0.11846161E-02   0.83394284E-03
  2263  -0.62060432E+01  -0.11840966E-02   0.83357887E-03
  2264  -0.62060569E+01  -0.11835775E-02   0.83321520E-03
  2265  -0.62060706E+01  -0.11830589E-02   0.83285183E-03
  2266  -0.62060842E+01  -0.11825407E-02   0.83248877E-03
  2267  -0.62060977E+01  -0.11820230E-02   0.83212602E-03
  2268  -0.62061112E+01  -0.11815057E-02   0.83176356E-03
  2269  -0.62061247E+01  -0.11809889E-02   0.83140141E-03
  2270  -0.62061381E+01  -0.11804725E-02   0.83103956E-03
  2271  -0.62061515E+01  -0.11799565E-02   0.83067802E-03
  2272  -0.62061648E+01  -0.11794410E-02   0.83031677E-03
  2273  -0.62061780E+01  -0.11789259E-02   0.82995583E-03
  2274  -0.62061913E+01  -0.11784113E-02   0.82959519E-03
  2275  -0.62062044E+01  -0.11778971E-02   0.82923485E-03
  2276  -0.62062176E+01  -0.11773834E-02   0.82887481E-03
  2277  -0.62062306E+01  -0.11768700E-02   0.82851507E-03
  2278  -0.62062437E+01  -0.11763572E-02   0.82815563E-03
  2279  -0.62062566E+01  -0.11758447E-02   0.82779649E-03
  2280  -0.62062696E+01  -0.11753327E-02   0.82743765E-03
  2281  -0.62062825E+01  -0.11748212E-02   0.82707911E-03
  2282  -0.62062953E+01  -0.11743100E-02   0.82672087E-03
  2283  -0.62063081E+01  -0.11737993E-02   0.82636292E-03
  2284  -0.62063209E+01  -0.11732891E-02   0.82600527E-03
  2285  -0.62063336E+01  -0.11727793E-02   0.82564792E-03
  2286  -0.62063462E+01  -0.11722699E-02   0.82529087E-03
  2287  -0.62063589E+01  -0.11717609E-02   0.82493411E-03
  2288  -0.62063714E+01  -0.11712524E-02   0.82457766E-03
  2289  -0.62063839E+01  -0.11707443E-02   0.82422149E-03
  2290  -0.62063964E+01  -0.11702366E-02   0.82386562E-03
  2291  -0.62064089E+01  -0.11697294E-02   0.82351005E-03
  2292  -0.62064213E+01  -0.11692226E-02   0.82315478E-03
  2293  -0.62064336E+01  -0.11687162E-02   0.82279979E-03
  2294  -0.62064459E+01  -0.11682103E-02   0.82244511E-03
  2295  -0.62064582E+01  -0.11677048E-02   0.82209071E-03
  2296  -0.62064704E+01  -0.11671997E-02   0.82173661E-03
  2297  -0.62064826E+01  -0.11666951E-02   0.82138281E-03
  2298  -0.62064947E+01  -0.11661909E-02   0.82102930E-03
  2299  -0.62065068E+01  -0.11656871E-02   0.82067608E-03
  2300  -0.62065188E+01  -0.11651837E-02   0.82032315E-03
  2301  -0.62065308E+01  -0.11646808E-02   0.81997051E-03
  2302  -0.62065428E+01  -0.11641782E-02   0.81961817E-03
  2303  -0.62065547E+01  -0.11636761E-02   0.81926612E-03
  2304  -0.62065666E+01  -0.11631745E-02   0.81891436E-03
  2305  -0.62065784E+01  -0.11626732E-02   0.81856289E-03
  2306  -0.62065902E+01  -0.11621724E-02   0.81821171E-03
  2307  -0.62066019E+01  -0.11616720E-02   0.81786082E-03
  2308  -0.62066136E+01  -0.11611721E-02   0.81751022E-03
  2309  -0.62066253E+01  -0.11606725E-02   0.81715991E-03
  2310  -0.62066369E+01  -0.11601734E-02   0.81680989E-03
  2311  -0.62066485E+01  -0.11596747E-02   0.81646016E-03
  2312  -0.62066600E+01  -0.11591764E-02   0.81611072E-03
  2313  -0.62066715E+01  -0.11586785E-02   0.81576157E-03
  2314  -0.62066830E+01  -0.11581811E-02   0.81541270E-03
  2315  -0.62066944E+01  -0.11576841E-02   0.81506412E-03
  2316  -0.62067058E+01  -0.11571874E-02   0.81471583E-03
  2317  -0.62067171E+01  -0.11566913E-02   0.81436783E-03
  2318  -0.62067284E+01  -0.11561955E-02   0.81402011E-03
  2319  -0.62067397E+01  -0.11557001E-02   0.81367268E-03
  2320  -0.62067509E+01  -0.11552052E-02   0.81332554E-03
  2321  -0.62067621E+01  -0.11547107E-02   0.81297868E-03
  2322  -0.62067732E+01  -0.11542166E-02   0.81263210E-03
  2323  -0.62067843E+01  -0.11537229E-02   0.81228581E-03
  2324  -0.62067953E+01  -0.11532296E-02   0.81193981E-03
  2325  -0.62068064E+01  -0.11527367E-02   0.81159409E-03
  2326  -0.62068173E+01  -0.11522443E-02   0.81124866E-03
  2327  -0.62068283E+01  -0.11517522E-02   0.81090350E-03
  2328  -0.62068392E+01  -0.11512606E-02   0.81055864E-03
  2329  -0.62068500E+01  -0.11507694E-02   0.81021405E-03
  2330  -0.62068609E+01  -0.11502786E-02   0.80986975E-03
  2331  -0.62068716E+01  -0.11497882E-02   0.80952573E-03
  2332  -0.62068824E+01  -0.11492982E-02   0.80918199E-03
  2333  -0.62068931E+01  -0.11488087E-02   0.80883854E-03
  2334  -0.62069038E+01  -0.11483195E-02   0.80849536E-03
  2335  -0.62069144E+01  -0.11478308E-02   0.80815247E-03
  2336  -0.62069250E+01  -0.11473424E-02   0.80780986E-03
  2337  -0.62069355E+01  -0.11468545E-02   0.80746753E-03
  2338  -0.62069461E+01  -0.11463670E-02   0.80712548E-03
  2339  -0.62069565E+01  -0.11458798E-02   0.80678371E-03
  2340  -0.62069670E+01  -0.11453931E-02   0.80644222E-03
  2341  -0.62069774E+01  -0.11449068E-02   0.80610101E-03
  2342  -0.62069878E+01  -0.11444209E-02   0.80576008E-03
  2343  -0.62069981E+01  -0.11439354E-02   0.80541942E-03
  2344  -0.62070084E+01  -0.11434503E-02   0.80507905E-03
  2345  -0.62070187E+01  -0.11429657E-02   0.80473895E-03
  2346  -0.62070289E+01  -0.11424814E-02   0.80439913E-03
  2347  -0.62070391E+01  -0.11419975E-02   0.80405959E-03
  2348  -0.62070492E+01  -0.11415140E-02   0.80372033E-03
  2349  -0.62070593E+01  -0.11410310E-02   0.80338134E-03
  2350  -0.62070694E+01  -0.11405483E-02   0.80304263E-03
  2351  -0.62070795E+01  -0.11400660E-02   0.80270419E-03
  2352  -0.62070895E+01  -0.11395841E-02   0.80236603E-03
  2353  -0.62070995E+01  -0.11391027E-02   0.80202815E-03
  2354  -0.62071094E+01  -0.11386216E-02   0.80169054E-03
  2355  -0.62071193E+01  -0.11381409E-02   0.80135321E-03
  2356  -0.62071292E+01  -0.11376607E-02   0.80101615E-03
  2357  -0.62071390E+01  -0.11371808E-02   0.80067937E-03
  2358  -0.62071488E+01  -0.11367013E-02   0.80034286E-03
  2359  -0.62071586E+01  -0.11362223E-02   0.80000663E-03
  2360  -0.62071683E+01  -0.11357436E-02   0.79967066E-03
  2361  -0.62071780E+01  -0.11352653E-02   0.79933498E-03
  2362  -0.62071877E+01  -0.11347874E-02   0.79899956E-03
  2363  -0.62071973E+01  -0.11343099E-02   0.79866442E-03
  2364  -0.62072069E+01  -0.11338328E-02   0.79832955E-03
  2365  -0.62072164E+01  -0.11333561E-02   0.79799495E-03
  2366  -0.62072260E+01  -0.11328798E-02   0.79766062E-03
  2367  -0.62072355E+01  -0.11324039E-02   0.79732656E-03
  2368  -0.62072449E+01  -0.11319284E-02   0.79699278E-03
  2369  -0.62072543E+01  -0.11314533E-02   0.79665927E-03
  2370  -0.62072637E+01  -0.11309785E-02   0.79632602E-03
  2371  -0.62072731E+01  -0.11305042E-02   0.79599305E-03
  2372  -0.62072824E+01  -0.11300303E-02   0.79566035E-03
  2373  -0.62072917E+01  -0.11295567E-02   0.79532791E-03
  2374  -0.62073010E+01  -0.11290835E-02   0.79499575E-03
  2375  -0.62073102E+01  -0.11286108E-02   0.79466385E-03
  2376  -0.62073194E+01  -0.11281384E-02   0.79433223E-03
  2377  -0.62073286E+01  -0.11276664E-02   0.79400087E-03
  2378  -0.62073377E+01  -0.11271948E-02   0.79366978E-03
  2379  -0.62073468E+01  -0.11267235E-02   0.79333895E-03
  2380  -0.62073559E+01  -0.11262527E-02   0.79300840E-03
  2381  -0.62073649E+01  -0.11257823E-02   0.79267811E-03
  2382  -0.62073739E+01  -0.11253122E-02   0.79234809E-03
  2383  -0.62073829E+01  -0.11248425E-02   0.79201834E-03
  2384  -0.62073918E+01  -0.11243732E-02   0.79168885E-03
  2385  -0.62074007E+01  -0.11239043E-02   0.79135963E-03
  2386  -0.62074096E+01  -0.11234358E-02   0.79103067E-03
  2387  -0.62074184E+01  -0.11229677E-02   0.79070198E-03
  2388  -0.62074273E+01  -0.11224999E-02   0.79037355E-03
  2389  -0.62074360E+01  -0.11220326E-02   0.79004539E-03
  2390  -0.62074448E+01  -0.11215656E-02   0.78971749E-03
  2391  -0.62074535E+01  -0.11210990E-02   0.78938986E-03
  2392  -0.62074622E+01  -0.11206328E-02   0.78906249E-03
  2393  -0.62074709E+01  -0.11201669E-02   0.78873539E-03
  2394  -0.62074795E+01  -0.11197015E-02   0.78840855E-03
  2395  -0.62074881E+01  -0.11192364E-02   0.78808197E-03
  2396  -0.62074967E+01  -0.11187717E-02   0.78775565E-03
  2397  -0.62075052E+01  -0.11183074E-02   0.78742960E-03
  2398  -0.62075137E+01  -0.11178435E-02   0.78710381E-03
  2399  -0.62075222E+01  -0.11173799E-02   0.78677828E-03
  2400  -0.62075307E+01  -0.11169168E-02   0.78645301E-03
  2401  -0.62075391E+01  -0.11164540E-02   0.78612800E-03
  2402  -0.62075475E+01  -0.11159916E-02   0.78580326E-03
  2403  -0.62075558E+01  -0.11155295E-02   0.78547877E-03
  2404  -0.62075642E+01  -0.11150679E-02   0.78515455E-03
  2405  -0.62075725E+01  -0.11146066E-02   0.78483058E-03
  2406  -0.62075808E+01  -0.11141457E-02   0.78450688E-03
  2407  -0.62075890E+01  -0.11136851E-02   0.78418344E-03
  2408  -0.62075972E+01  -0.11132250E-02   0.78386025E-03
  2409  -0.62076054E+01  -0.11127652E-02   0.78353732E-03
  2410  -0.62076136E+01  -0.11123058E-02   0.78321466E-03
  2411  -0.62076217E+01  -0.11118467E-02   0.78289225E-03
  2412  -0.62076298E+01  -0.11113881E-02   0.78257009E-03
  2413  -0.62076379E+01  -0.11109298E-02   0.78224820E-03
  2414  -0.62076459E+01  -0.11104719E-02   0.78192656E-03
  2415  -0.62076539E+01  -0.11100143E-02   0.78160519E-03
  2416  -0.62076619E+01  -0.11095572E-02   0.78128406E-03
  2417  -0.62076699E+01  -0.11091004E-02   0.78096320E-03
  2418  -0.62076778E+01  -0.11086439E-02   0.78064259E-03
  2419  -0.62076857E+01  -0.11081879E-02   0.78032224E-03
  2420  -0.62076936E+01  -0.11077322E-02   0.78000214E-03
  2421  -0.62077015E+01  -0.11072768E-02   0.77968230E-03
  2422  -0.62077093E+01  -0.11068219E-02   0.77936271E-03
  2423  -0.62077171E+01  -0.11063673E-02   0.77904338E-03
  2424  -0.62077249E+01  -0.11059131E-02   0.77872431E-03
  2425  -0.62077326E+01  -0.11054593E-02   0.77840548E-03
  2426  -0.62077403E+01  -0.11050058E-02   0.77808692E-03
  2427  -0.62077480E+01  -0.11045527E-02   0.77776860E-03
  2428  -0.62077557E+01  -0.11040999E-02   0.77745054E-03
  2429  -0.62077633E+01  -0.11036475E-02   0.77713273E-03
  2430  -0.62077709E+01  -0.11031955E-02   0.77681518E-03
  2431  -0.62077785E+01  -0.11027439E-02   0.77649788E-03
  2432  -0.62077861E+01  -0.11022926E-02   0.77618083E-03
  2433  -0.62077936E+01  -0.11018417E-02   0.77586403E-03
  2434  -0.62078011E+01  -0.11013911E-02   0.77554749E-03
  2435  -0.62078086E+01  -0.11009409E-02   0.77523119E-03
  2436  -0.62078161E+01  -0.11004911E-02   0.77491515E-03
  2437  -0.62078235E+01  -0.11000416E-02   0.77459936E-03
  2438  -0.62078309E+01  -0.10995925E-02   0.77428382E-03
  2439  -0.62078383E+01  -0.10991438E-02   0.77396853E-03
  2440  -0.62078456E+01  -0.10986954E-02   0.77365349E-03
  2441  -0.62078529E+01  -0.10982474E-02   0.77333870E-03
  2442  -0.62078602E+01  -0.10977997E-02   0.77302416E-03
  2443  -0.62078675E+01  -0.10973524E-02   0.77270987E-03
  2444  -0.62078748E+01  -0.10969055E-02   0.77239583E-03
  2445  -0.62078820E+01  -0.10964589E-02   0.77208204E-03
  2446  -0.62078892E+01  -0.10960127E-02   0.77176849E-03
  2447  -0.62078964E+01  -0.10955668E-02   0.77145520E-03
  2448  -0.62079035E+01  -0.10951213E-02   0.77114215E-03
  2449  -0.62079106E+01  -0.10946761E-02   0.77082935E-03
  2450  -0.62079177E+01  -0.10942314E-02   0.77051680E-03
  2451  -0.62079248E+01  -0.10937869E-02   0.77020449E-03
  2452  -0.62079319E+01  -0.10933428E-02   0.76989243E-03
  2453  -0.62079389E+01  -0.10928991E-02   0.76958062E-03
  2454  -0.62079459E+01  -0.10924558E-02   0.76926905E-03
  2455  -0.62079529E+01  -0.10920127E-02   0.76895774E-03
  2456  -0.62079598E+01  -0.10915701E-02   0.76864666E-03
  2457  -0.62079667E+01  -0.10911278E-02   0.76833583E-03
  2458  -0.62079736E+01  -0.10906858E-02   0.76802525E-03
  2459  -0.62079805E+01  -0.10902442E-02   0.76771491E-03
  2460  -0.62079874E+01  -0.10898030E-02   0.76740482E-03
  2461  -0.62079942E+01  -0.10893621E-02   0.76709497E-03
  2462  -0.62080010E+01  -0.10889216E-02   0.76678537E-03
  2463  -0.62080078E+01  -0.10884814E-02   0.76647601E-03
  2464  -0.62080146E+01  -0.10880416E-02   0.76616689E-03
  2465  -0.62080213E+01  -0.10876021E-02   0.76585802E-03
  2466  -0.62080281E+01  -0.10871629E-02   0.76554939E-03
  2467  -0.62080347E+01  -0.10867242E-02   0.76524100E-03
  2468  -0.62080414E+01  -0.10862857E-02   0.76493285E-03
  2469  -0.62080481E+01  -0.10858476E-02   0.76462495E-03
  2470  -0.62080547E+01  -0.10854099E-02   0.76431729E-03
  2471  -0.62080613E+01  -0.10849725E-02   0.76400987E-03
  2472  -0.62080679E+01  -0.10845355E-02   0.76370269E-03
  2473  -0.62080744E+01  -0.10840988E-02   0.76339576E-03
  2474  -0.62080810E+01  -0.10836625E-02   0.76308906E-03
  2475  -0.62080875E+01  -0.10832265E-02   0.76278261E-03
  2476  -0.62080940E+01  -0.10827908E-02   0.76247640E-03
  2477  -0.62081004E+01  -0.10823555E-02   0.76217042E-03
  2478  -0.62081069E+01  -0.10819206E-02   0.76186469E-03
  2479  -0.62081133E+01  -0.10814860E-02   0.76155919E-03
  2480  -0.62081197E+01  -0.10810517E-02   0.76125394E-03
  2481  -0.62081261E+01  -0.10806178E-02   0.76094892E-03
  2482  -0.62081325E+01  -0.10801842E-02   0.76064415E-03
  2483  -0.62081388E+01  -0.10797510E-02   0.76033961E-03
  2484  -0.62081451E+01  -0.10793181E-02   0.76003531E-03
  2485  -0.62081514E+01  -0.10788855E-02   0.75973125E-03
  2486  -0.62081577E+01  -0.10784533E-02   0.75942742E-03
  2487  -0.62081639E+01  -0.10780215E-02   0.75912384E-03
  2488  -0.62081701E+01  -0.10775900E-02   0.75882049E-03
  2489  -0.62081764E+01  -0.10771588E-02   0.75851738E-03
  2490  -0.62081825E+01  -0.10767279E-02   0.75821450E-03
  2491  -0.62081887E+01  -0.10762974E-02   0.75791186E-03
  2492  -0.62081949E+01  -0.10758673E-02   0.75760946E-03
  2493  -0.62082010E+01  -0.10754375E-02   0.75730729E-03
  2494  -0.62082071E+01  -0.10750080E-02   0.75700536E-03
  2495  -0.62082132E+01  -0.10745789E-02   0.75670367E-03
  2496  -0.62082192E+01  -0.10741501E-02   0.75640221E-03
  2497  -0.62082253E+01  -0.10737216E-02   0.75610098E-03
  2498  -0.62082313E+01  -0.10732935E-02   0.75579999E-03
  2499  -0.62082373E+01  -0.10728657E-02   0.75549924E-03
  2500  -0.62082433E+01  -0.10724383E-02   0.75519872E-03
  2501  -0.62082492E+01  -0.10720111E-02   0.75489843E-03
  2502  -0.62082552E+01  -0.10715844E-02   0.75459837E-03
  2503  -0.62082611E+01  -0.10711579E-02   0.75429855E-03
  2504  -0.62082670E+01  -0.10707318E-02   0.75399897E-03
  2505  -0.62082728E+01  -0.10703061E-02   0.75369961E-03
  2506  -0.62082787E+01  -0.10698806E-02   0.75340049E-03
  2507  -0.62082845E+01  -0.10694555E-02   0.75310160E-03
  2508  -0.62082904E+01  -0.10690308E-02   0.75280294E-03
  2509  -0.62082962E+01  -0.10686063E-02   0.75250452E-03
  2510  -0.62083019E+01  -0.10681822E-02   0.75220632E-03
  2511  -0.62083077E+01  -0.10677585E-02   0.75190836E-03
  2512  -0.62083134E+01  -0.10673350E-02   0.75161063E-03
  2513  -0.62083192E+01  -0.10669120E-02   0.75131313E-03
  2514  -0.62083249E+01  -0.10664892E-02   0.75101586E-03
  2515  -0.62083305E+01  -0.10660667E-02   0.75071882E-03
  2516  -0.62083362E+01  -0.10656446E-02   0.75042201E-03
  2517  -0.62083418E+01  -0.10652229E-02   0.75012543E-03
  2518  -0.62083475E+01  -0.10648014E-02   0.74982908E-03
  2519  -0.62083531E+01  -0.10643803E-02   0.74953296E-03
  2520  -0.62083587E+01  -0.10639595E-02   0.74923707E-03
  2521  -0.62083642E+01  -0.10635391E-02   0.74894141E-03
  2522  -0.62083698E+01  -0.10631190E-02   0.74864597E-03
  2523  -0.62083753E+01  -0.10626992E-02   0.74835077E-03
  2524  -0.62083808E+01  -0.10622797E-02   0.74805579E-03
  2525  -0.62083863E+01  -0.10618605E-02   0.74776104E-03
  2526  -0.62083918E+01  -0.10614417E-02   0.74746652E-03
  2527  -0.62083972E+01  -0.10610232E-02   0.74717223E-03
  2528  -0.62084027E+01  -0.10606051E-02   0.74687816E-03
  2529  -0.62084081E+01  -0.10601872E-02   0.74658432E-03
  2530  -0.62084135E+01  -0.10597697E-02   0.74629070E-03
  2531  -0.62084189E+01  -0.10593526E-02   0.74599732E-03
  2532  -0.62084242E+01  -0.10589357E-02   0.74570415E-03
  2533  -0.62084296E+01  -0.10585192E-02   0.74541122E-03
  2534  -0.62084349E+01  -0.10581030E-02   0.74511851E-03
  2535  -0.62084402E+01  -0.10576871E-02   0.74482602E-03
  2536  -0.62084455E+01  -0.10572715E-02   0.74453376E-03
  2537  -0.62084508E+01  -0.10568563E-02   0.74424173E-03
  2538  -0.62084560E+01  -0.10564414E-02   0.74394992E-03
  2539  -0.62084613E+01  -0.10560268E-02   0.74365833E-03
  2540  -0.62084665E+01  -0.10556125E-02   0.74336697E-03
  2541  -0.62084717E+01  -0.10551985E-02   0.74307584E-03
  2542  -0.62084769E+01  -0.10547849E-02   0.74278492E-03
  2543  -0.62084821E+01  -0.10543716E-02   0.74249423E-03
  2544  -0.62084872E+01  -0.10539586E-02   0.74220376E-03
  2545  -0.62084923E+01  -0.10535460E-02   0.74191352E-03
  2546  -0.62084975E+01  -0.10531336E-02   0.74162350E-03
  2547  -0.62085026E+01  -0.10527216E-02   0.74133370E-03
  2548  -0.62085076E+01  -0.10523099E-02   0.74104412E-03
  2549  -0.62085127E+01  -0.10518985E-02   0.74075477E-03
  2550  -0.62085178E+01  -0.10514874E-02   0.74046563E-03
  2551  -0.62085228E+01  -0.10510767E-02   0.74017672E-03
  2552  -0.62085278E+01  -0.10506662E-02   0.73988803E-03
  2553  -0.62085328E+01  -0.10502561E-02   0.73959956E-03
  2554  -0.62085378E+01  -0.10498463E-02   0.73931131E-03
  2555  -0.62085428E+01  -0.10494368E-02   0.73902329E-03
  2556  -0.62085477E+01  -0.10490277E-02   0.73873548E-03
  2557  -0.62085526E+01  -0.10486188E-02   0.73844789E-03
  2558  -0.62085576E+01  -0.10482103E-02   0.73816052E-03
  2559  -0.62085625E+01  -0.10478021E-02   0.73787337E-03
  2560  -0.62085673E+01  -0.10473942E-02   0.73758645E-03
  2561  -0.62085722E+01  -0.10469866E-02   0.73729974E-03
  2562  -0.62085771E+01  -0.10465793E-02   0.73701324E-03
  2563  -0.62085819E+01  -0.10461724E-02   0.73672697E-03
  2564  -0.62085867E+01  -0.10457657E-02   0.73644092E-03
  2565  -0.62085915E+01  -0.10453594E-02   0.73615508E-03
  2566  -0.62085963E+01  -0.10449533E-02   0.73586946E-03
  2567  -0.62086011E+01  -0.10445476E-02   0.73558406E-03
  2568  -0.62086058E+01  -0.10441422E-02   0.73529888E-03
  2569  -0.62086106E+01  -0.10437372E-02   0.73501391E-03
  2570  -0.62086153E+01  -0.10433324E-02   0.73472917E-03
  2571  -0.62086200E+01  -0.10429279E-02   0.73444463E-03
  2572  -0.62086247E+01  -0.10425238E-02   0.73416032E-03
  2573  -0.62086294E+01  -0.10421199E-02   0.73387622E-03
  2574  -0.62086340E+01  -0.10417164E-02   0.73359234E-03
  2575  -0.62086387E+01  -0.10413132E-02   0.73330867E-03
  2576  -0.62086433E+01  -0.10409103E-02   0.73302522E-03
  2577  -0.62086479E+01  -0.10405077E-02   0.73274198E-03
  2578  -0.62086525E+01  -0.10401054E-02   0.73245896E-03
  2579  -0.62086571E+01  -0.10397034E-02   0.73217615E-03
  2580  -0.62086617E+01  -0.10393017E-02   0.73189356E-03
  2581  -0.62086662E+01  -0.10389003E-02   0.73161118E-03
  2582  -0.62086708E+01  -0.10384993E-02   0.73132902E-03
  2583  -0.62086753E+01  -0.10380985E-02   0.73104707E-03
  2584  -0.62086798E+01  -0.10376981E-02   0.73076533E-03
  2585  -0.62086843E+01  -0.10372979E-02   0.73048381E-03
  2586  -0.62086888E+01  -0.10368981E-02   0.73020250E-03
  2587  -0.62086932E+01  -0.10364985E-02   0.72992141E-03
  2588  -0.62086977E+01  -0.10360993E-02   0.72964052E-03
  2589  -0.62087021E+01  -0.10357004E-02   0.72935985E-03
  2590  -0.62087065E+01  -0.10353018E-02   0.72907939E-03
  2591  -0.62087109E+01  -0.10349035E-02   0.72879915E-03
  2592  -0.62087153E+01  -0.10345055E-02   0.72851911E-03
  2593  -0.62087197E+01  -0.10341078E-02   0.72823929E-03
  2594  -0.62087241E+01  -0.10337103E-02   0.72795968E-03
  2595  -0.62087284E+01  -0.10333132E-02   0.72768028E-03
  2596  -0.62087328E+01  -0.10329165E-02   0.72740109E-03
  2597  -0.62087371E+01  -0.10325200E-02   0.72712211E-03
  2598  -0.62087414E+01  -0.10321238E-02   0.72684334E-03
  2599  -0.62087457E+01  -0.10317279E-02   0.72656478E-03
  2600  -0.62087500E+01  -0.10313323E-02   0.72628644E-03
  2601  -0.62087542E+01  -0.10309370E-02   0.72600830E-03
  2602  -0.62087585E+01  -0.10305420E-02   0.72573037E-03
  2603  -0.62087627E+01  -0.10301473E-02   0.72545265E-03
  2604  -0.62087669E+01  -0.10297529E-02   0.72517514E-03
  2605  -0.62087711E+01  -0.10293588E-02   0.72489784E-03
  2606  -0.62087753E+01  -0.10289650E-02   0.72462075E-03
  2607  -0.62087795E+01  -0.10285715E-02   0.72434386E-03
  2608  -0.62087837E+01  -0.10281784E-02   0.72406719E-03
  2609  -0.62087878E+01  -0.10277855E-02   0.72379072E-03
  2610  -0.62087920E+01  -0.10273929E-02   0.72351446E-03
  2611  -0.62087961E+01  -0.10270006E-02   0.72323841E-03
  2612  -0.62088002E+01  -0.10266086E-02   0.72296256E-03
  2613  -0.62088043E+01  -0.10262168E-02   0.72268693E-03
  2614  -0.62088084E+01  -0.10258254E-02   0.72241150E-03
  2615  -0.62088125E+01  -0.10254343E-02   0.72213627E-03
  2616  -0.62088165E+01  -0.10250435E-02   0.72186125E-03
  2617  -0.62088206E+01  -0.10246530E-02   0.72158644E-03
  2618  -0.62088246E+01  -0.10242628E-02   0.72131184E-03
  2619  -0.62088286E+01  -0.10238728E-02   0.72103744E-03
  2620  -0.62088326E+01  -0.10234832E-02   0.72076324E-03
  2621  -0.62088366E+01  -0.10230938E-02   0.72048926E-03
  2622  -0.62088406E+01  -0.10227048E-02   0.72021547E-03
  2623  -0.62088446E+01  -0.10223160E-02   0.71994189E-03
  2624  -0.62088485E+01  -0.10219276E-02   0.71966852E-03
  2625  -0.62088525E+01  -0.10215394E-02   0.71939535E-03
  2626  -0.62088564E+01  -0.10211515E-02   0.71912238E-03
  2627  -0.62088603E+01  -0.10207639E-02   0.71884962E-03
  2628  -0.62088642E+01  -0.10203766E-02   0.71857707E-03
  2629  -0.62088681E+01  -0.10199896E-02   0.71830471E-03
  2630  -0.62088720E+01  -0.10196029E-02   0.71803256E-03
  2631  -0.62088759E+01  -0.10192165E-02   0.71776061E-03
