l  tau  s   h   p   n   pp  lm  lv  la  lj  ls         Hs1         body
2   1   1   3   0   3  -1   0   0   0   0   0  -4.426251555155e-07  MO
2   1   1   8   0   0   0   0   0  -9   0   0  +6.901726487918e-09  MA
2   1   1   0   0   0   0   0   2   0   0   0  +2.554668133858e-07  SU
2   1   1   0   0   0   0   0   2   0   0   0  +3.043125380042e-08  VE
2   1   1 -13   0   0   0   0  10   0   0   0  +1.165515405448e-07  VE
2   1   1 -26   0   0   0   0  18   0   0   0  +1.216169210425e-09  VE
2   1   1   7   0   0   0   0   0  -7   0   0  +5.057021908632e-09  MA
2   1   1  15   0   0   0   0   0 -22   0   0  +1.556111265135e-09  MA
2   1   1  -5   0   0   0   2   0   0   0   0  +5.986260917271e-09  ME
2   1   1   4   0   0   0   0   0   0  -8   0  +1.216169210425e-09  JU
2   1   1  14   0   0   0   0   0 -20   0   0  +2.705926610087e-09  MA
2   1   1  -8   0   0   0   0   7   0   0   0  +4.436232484956e-08  VE
2   1   1   4   0   0   0   0   0   0  -7   0  +4.556237707889e-09  JU
2   1   1  13   0   0   0   0   0 -18   0   0  +4.231843276810e-09  MA
2   1   1  12   0   0   0   0   0 -16   0   0  +5.466000775465e-09  MA
2   1   1   4   0   0   0   0   0   0  -6   0  +9.517170061102e-09  JU
2   1   1  -3   0   0   0   0   4   0   0   0  +1.453021251435e-08  VE
2   1   1 -16   0   0   0   0  12   0   0   0  +1.890254136958e-08  VE
2   1   1   4  -4   0   0   0   0   0   0   0  +9.322194351511e-08  MO
2   1   1  11   0   0   0   0   0 -14   0   0  +5.188102886600e-09  MA
2   1   1   4   0   0   0   0   0   0  -5   0  +2.432338420850e-09  JU
2   1   1  10   0   0   0   0   0 -12   0   0  +3.009593427225e-09  MA
2   1   1   2   0   0   0   0   1   0   0   0  +1.325756249478e-08  SU
2   1   1   2   0   0   0   0   1   0   0   0  +3.335525347867e-09  VE
2   1   1 -11   0   0   0   0   9   0   0   0  +5.884072483078e-07  VE
3   1   1   4  -3   0   0   0   0   0   0   0  -1.586103319961e-08  MO
2   1   1   4   0   0   0   0   0   0  -4   0  +1.550296526688e-08  SU
2   1   1   4   0   0   0   0   0   0  -4   0  +2.705926610087e-09  JU
2   1   1   9   0   0   0   0   0 -10   0   0  +5.112623535627e-09  MA
2   1   1   8   0   0   0   0   0  -8   0   0  +3.249658522615e-09  MA
2   1   1   4   0   0   0   0   0   0  -3   0  +2.527718810218e-08  SU
2   1   1   7   0   0   0   0  -2   0   0   0  +1.236448989287e-09  VE
2   1   1  -6   0   0   0   0   6   0   0   0  +3.230534472465e-08  SU
2   1   1  -6   0   0   0   0   6   0   0   0  +4.272031356900e-07  VE
2   1   1 -19   0   0   0   0  14   0   0   0  +3.497580112528e-09  VE
2   1   1  16   0   0   0   0   0 -23   0   0  +1.374796377479e-09  MA
2   1   1   4  -2   0  -2   0   0   0   0   0  +1.426981341732e-07  MO
2   1   1   4  -2   1   0   0   0   0   0   0  -3.439797619386e-07  MO
2   1   1   4   0   0   0   0   0   0  -2   0  +1.435667019673e-07  SU
2   1   1  15   0   0   0   0   0 -21   0   0  +2.234904477110e-09  MA
2   1   1  -1   0   0   0   0   3   0   0   0  +3.101403471734e-08  SU
2   1   1  -1   0   0   0   0   3   0   0   0  +2.626943432056e-08  VE
2   1   1 -14   0   0   0   0  11   0   0   0  +1.021694881158e-07  VE
2   1   1   4  -2   2   0   0   0   0   0   0  -2.432366188095e-07  MO
2   1   1 -27   0   0   0   0  19   0   0   0  +1.054785729249e-09  VE
3   1   1   4  -1   0  -2   0   0   0   0   0  -1.826577049116e-08  MO
2   1   1  14   0   0   0   0   0 -19   0   0  +3.388087198800e-09  MA
2   1   1   4   0   0   0   0   0   0  -1   0  +2.532902076000e-08  SU
3   1   1   4  -1   1   0   0   0   0   0   0  +2.148914175431e-08  MO
2   1   1  13   0   0   0   0   0 -17   0   0  +4.130097632239e-09  MA
3   1   1   4  -1   2   0   0   0   0   0   0  +1.330280203838e-08  MO
2   1   1   4   0   0  -4   0   0   0   0   0  +3.515009615526e-08  SU
2   1   1   4   0   0  -2   0   0   0   0   0  +1.242681252415e-05  SU
3   1   1   4   0   0  -1   0   0   0   0   0  -5.474614685026e-09  SU
2   1   1  -9   0   0   0   0   8   0   0   0  +4.012833277606e-08  VE
2   1   1  12   0   0   0   0   0 -15   0   0  +3.582985173881e-09  MA
2   1   1   4   0   1  -2   0   0   0   0   0  -2.683072841895e-07  MO
2   1   1  11   0   0   0   0   0 -13   0   0  +2.154389124878e-09  MA
2   1   1   4   0   2  -2   0   0   0   0   0  -1.842949728548e-07  MO
2   1   1  -4   0   0   0   0   5   0   0   0  +9.311961426866e-09  VE
2   1   1 -17   0   0   0   0  13   0   0   0  +1.667762673933e-08  VE
2   1   1  10   0   0   0   0   0 -11   0   0  +3.723786445736e-09  MA
2   1   1   0   0   0   0   1   0   0   0   0  +1.650009520123e-09  ME
2   1   1   5  -6  -3   0   0   0   0   0   0  -6.037425540496e-08  MO
2   1   1   9   0   0   0   0   0  -9   0   0  +2.137309892983e-09  MA
2   1   1   1   0   0   0   0   2   0   0   0  +2.088475743912e-08  SU
2   1   1   1   0   0   0   0   2   0   0   0  +2.732880653208e-09  VE
2   1   1 -12   0   0   0   0  10   0   0   0  +4.835809578733e-07  VE
2   1   1  16   0   0   0   0   0 -22   0   0  +1.849018978442e-09  MA
2   1   1  -4   0   0   0   2   0   0   0   0  +1.352644012530e-08  ME
2   1   1   5   0   0   0   0   0   0  -8   0  +1.304447061138e-09  JU
2   1   1  15   0   0   0   0   0 -20   0   0  +2.656621752063e-09  MA
2   1   1   6   0   0   0   0  -1   0   0   0  +1.122127791354e-09  VE
2   1   1  -7   0   0   0   0   7   0   0   0  +1.735717896444e-08  SU
2   1   1  -7   0   0   0   0   7   0   0   0  +3.397117879393e-07  VE
2   1   1 -20   0   0   0   0  15   0   0   0  +3.085188597649e-09  VE
2   1   1   5   0   0   0   0   0   0  -7   0  +2.302976470750e-09  JU
2   1   1  14   0   0   0   0   0 -18   0   0  +3.046766319032e-09  MA
2   1   1  13   0   0   0   0   0 -16   0   0  +2.406913524842e-09  MA
2   1   1  -2   0   0   0   0   4   0   0   0  +1.234595043096e-08  SU
2   1   1  -2   0   0   0   0   4   0   0   0  +2.225214110051e-08  VE
2   1   1 -15   0   0   0   0  12   0   0   0  +8.834902335324e-08  VE
2   1   1 -28   0   0   0   0  20   0   0   0  +8.935517300421e-10  VE
2   1   1  12   0   0   0   0   0 -14   0   0  +1.606601757852e-09  MA
2   1   1  11   0   0   0   0   0 -12   0   0  +2.619408851880e-09  MA
2   1   1 -10   0   0   0   0   9   0   0   0  +3.603747829750e-08  VE
2   1   1  10   0   0   0   0   0 -10   0   0  +1.382391995379e-09  MA
2   1   1  -5   0   0   0   0   6   0   0   0  +5.869900282859e-09  VE
2   1   1 -18   0   0   0   0  14   0   0   0  +1.454839768096e-08  VE
2   1   1  17   0   0   0   0   0 -23   0   0  +1.476700020948e-09  MA
2   1   1  16   0   0   0   0   0 -21   0   0  +2.024076633454e-09  MA
2   1   1   0   0   0   0   0   3   0   0   0  +2.132404987165e-09  VE
2   1   1 -13   0   0   0   0  11   0   0   0  +3.931221298146e-07  VE
2   1   1  15   0   0   0   0   0 -19   0   0  +2.181557778637e-09  MA
2   1   1  14   0   0   0   0   0 -17   0   0  +1.548522489812e-09  MA
2   1   1   5   0   0  -3   0   0   0   0   0  +4.290153657378e-07  SU
2   1   1   5   0   0   0   0   0   0   0   0  +9.612959952103e-10  VE
2   1   1  -8   0   0   0   0   8   0   0   0  +2.694161014995e-07  VE
2   1   1 -21   0   0   0   0  16   0   0   0  +2.723765428585e-09  VE
2   1   1  13   0   0   0   0   0 -15   0   0  +1.197733121777e-09  MA
2   1   1  12   0   0   0   0   0 -13   0   0  +1.776083189774e-09  MA
2   1   1  -3   0   0   0   0   5   0   0   0  +1.861787770011e-08  VE
2   1   1 -16   0   0   0   0  13   0   0   0  +7.528275798430e-08  VE
2   1   1 -11   0   0   0   0  10   0   0   0  +3.211186483360e-08  VE
2   1   1  17   0   0   0   0   0 -22   0   0  +1.504796713612e-09  MA
2   1   1  16   0   0   0   0   0 -20   0   0  +1.526387439689e-09  MA
2   1   1  -6   0   0   0   0   7   0   0   0  -3.786182118616e-09  VE
2   1   1 -19   0   0   0   0  15   0   0   0  +1.254712633072e-08  VE
2   1   1  -7   0   0   0   3   0   0   0   0  +1.339106339598e-09  ME
2   1   1  -1   0   0   0   0   4   0   0   0  +1.672856287288e-09  VE
2   1   1 -14   0   0   0   0  12   0   0   0  +3.166452704733e-07  VE
2   1   1  13   0   0   0   0   0 -14   0   0  +1.204272204702e-09  MA
2   1   1   4   0   0   0   0   1   0   0   0  +8.008530290126e-10  VE
2   1   1  -9   0   0   0   0   9   0   0   0  +2.130929409727e-07  VE
2   1   1 -22   0   0   0   0  17   0   0   0  +2.367435273000e-09  VE
2   1   1  -4   0   0   0   0   6   0   0   0  +1.547820762219e-08  VE
2   1   1 -17   0   0   0   0  14   0   0   0  +6.357743339975e-08  VE
2   1   1 -12   0   0   0   0  11   0   0   0  +2.827640572371e-08  VE
2   1   1   6   0   0  -4   0   0   0   0   0  +1.360978977773e-08  SU
2   1   1  -7   0   0   0   0   8   0   0   0  +2.784596721193e-09  VE
2   1   1 -20   0   0   0   0  16   0   0   0  +1.077133805251e-08  VE
2   1   1  -2   0   0   0   0   5   0   0   0  +1.294373960111e-09  VE
2   1   1 -15   0   0   0   0  13   0   0   0  +2.529534316619e-07  VE
2   1   1 -10   0   0   0   0  10   0   0   0  +1.680499304256e-07  VE
2   1   1 -23   0   0   0   0  18   0   0   0  +2.011752386197e-09  VE
2   1   1  -2   0   0   0   2   0   0   0   0  +5.310286499814e-09  ME
2   1   1  -5   0   0   0   0   7   0   0   0  +1.274656486021e-08  VE
2   1   1 -18   0   0   0   0  15   0   0   0  +5.318131272800e-08  VE
2   1   1  -6   0   0   0   3   0   0   0   0  +3.904970390548e-09  ME
2   1   1 -13   0   0   0   0  12   0   0   0  +2.460981146843e-08  VE
2   1   1  -8   0   0   0   0   9   0   0   0  +2.392185530427e-09  VE
2   1   1 -21   0   0   0   0  17   0   0   0  +9.158324638135e-09  VE
2   1   1 -16   0   0   0   0  14   0   0   0  +2.007472469328e-07  VE
2   1   1 -11   0   0   0   0  11   0   0   0  +1.322134355628e-07  VE
2   1   1 -24   0   0   0   0  19   0   0   0  +1.707703135225e-09  VE
2   1   1  -6   0   0   0   0   8   0   0   0  +1.046963721139e-08  VE
2   1   1 -19   0   0   0   0  16   0   0   0  +4.413143767589e-08  VE
2   1   1 -14   0   0   0   0  13   0   0   0  +2.121333653958e-08  VE
2   1   1 -22   0   0   0   0  18   0   0   0  +7.646672335508e-09  VE
2   1   1 -17   0   0   0   0  15   0   0   0  +1.582982591325e-07  VE
2   1   2  -6   1  -1   2   0   0   0   0   0  +1.024827403188e-07  MO
2   1   1  -5   0   0   0   3   0   0   0   0  +6.910255447823e-09  ME
2   1   1 -12   0   0   0   0  12   0   0   0  +1.037376836020e-07  VE
2   1   1 -25   0   0   0   0  20   0   0   0  +1.447154081557e-09  VE
2   1   1  -7   0   0   0   0   9   0   0   0  +8.580568167992e-09  VE
2   1   1 -20   0   0   0   0  17   0   0   0  +3.628149056606e-08  VE
2   1   1 -15   0   0   0   0  14   0   0   0  +1.809723896427e-08  VE
2   1   1 -10   0   0   0   0  11   0   0   0  +2.219624908941e-09  VE
2   1   1 -23   0   0   0   0  19   0   0   0  +6.504148653167e-09  VE
2   1   1 -18   0   0   0   0  16   0   0   0  +1.241152628198e-07  VE
2   1   1 -13   0   0   0   0  13   0   0   0  +8.119238919477e-08  VE
2   1   1 -26   0   0   0   0  21   0   0   0  +1.244889012108e-09  VE
2   1   1  -8   0   0   0   0  10   0   0   0  +6.964781399994e-09  VE
2   1   1 -21   0   0   0   0  18   0   0   0  +2.967548147023e-08  VE
3   1   2  -5   0  -1   1   0   0   0   0   0  +1.708898415700e-08  MO
2   1   2  -5   0   0   2   0   0   0   0   0  +4.333643587118e-08  SU
2   1   2  -5   1  -2   1   0   0   0   0   0  -1.403445615049e-07  MO
2   1   1 -16   0   0   0   0  15   0   0   0  +1.532591857409e-08  VE
2   1   2  -5   1  -1   1   0   0   0   0   0  +1.894165516396e-06  MO
2   1   1  -4   0   0   0   3   0   0   0   0  +1.381444827063e-09  ME
2   1   2  -5   1   0  -1   0   0   0   0   0  -1.803041322433e-07  MO
2   1   2  -5   1   0   1   0   0   0   0   0  -6.035378955567e-07  MO
2   1   1 -11   0   0   0   0  12   0   0   0  +2.072009319072e-09  VE
2   1   1 -24   0   0   0   0  20   0   0   0  +5.388827562938e-09  VE
3   1   2  -5   2   0   1   0   0   0   0   0  -5.264839729805e-08  MO
2   1   1 -19   0   0   0   0  17   0   0   0  +9.682926235652e-08  VE
2   1   2  -5   3   0   1   0   0   0   0   0  +2.670793332321e-07  MO
2   1   1 -14   0   0   0   0  14   0   0   0  +6.329816634000e-08  VE
2   1   1 -27   0   0   0   0  22   0   0   0  +1.034740467901e-09  VE
2   1   1  -9   0   0   0   0  11   0   0   0  +5.635081229545e-09  VE
2   1   1 -22   0   0   0   0  19   0   0   0  +2.410391411276e-08  VE
2   1   1 -17   0   0   0   0  16   0   0   0  +1.282641081121e-08  VE
2   1   2  -4  -1  -3   0   0   0   0   0   0  -6.027192615851e-08  MO
2   1   1 -12   0   0   0   0  13   0   0   0  +1.925993004914e-09  VE
2   1   1 -25   0   0   0   0  21   0   0   0  +4.445437339299e-09  VE
2   1   2  -4  -1  -1   2   0   0   0   0   0  +2.027142372156e-07  MO
2   1   1 -20   0   0   0   0  18   0   0   0  +7.525288191988e-08  VE
3   1   2  -4   0  -1   0   0   0   0   0   0  +1.649035806527e-07  MO
2   1   2  -4   0  -1   1   0   0   0   0   0  -9.982217991107e-08  MO
2   1   2  -4   0   0   1   0   0   0   0   0  +8.048706879452e-07  SU
3   1   2  -4   0   0   2   0   0   0   0   0  -1.249440099143e-07  MO
2   1   2  -4   1  -2   0   0   0   0   0   0  -1.532329300952e-06  MO
2   1   1 -15   0   0   0   0  15   0   0   0  +4.941339875130e-08  VE
3   1   2  -4   0   1   2   0   0   0   0   0  +1.637267943185e-08  MO
2   1   2  -4   1  -1   0   0   0   0   0   0  +2.234645618106e-05  MO
2   1   2  -4   1  -1   2   0   0   0   0   0  -1.996955244454e-07  MO
2   1   1  -3   0   0   0   3   0   0   0   0  +2.293294073477e-09  ME
2   1   2  -4   1   0   0   0   0   0   0   0  -3.053197726301e-06  MO
4   1   2  -4   1   0   0   0   0   0   0   0  +1.304697892226e-08  MO
2   1   2  -4   1   0   2   0   0   0   0   0  +5.728391216219e-06  MO
2   1   1 -10   0   0   0   0  12   0   0   0  +4.556237707889e-09  VE
2   1   1 -23   0   0   0   0  20   0   0   0  +1.946496209919e-08  VE
2   1   2  -4   1   1   2   0   0   0   0   0  +1.078754916066e-06  MO
3   1   2  -4   2  -1   0   0   0   0   0   0  +6.395577903067e-08  MO
3   1   2  -4   2   0   0   0   0   0   0   0  -6.228781231355e-07  MO
2   1   2  -4   2   0   1   0   0   0   0   0  -6.840710125121e-08  MO
2   1   1  -7   0   0   0   4   0   0   0   0  +2.185753662291e-09  ME
2   1   1 -18   0   0   0   0  17   0   0   0  +1.066435719051e-08  VE
3   1   2  -4   2   1   0   0   0   0   0   0  +8.140291555024e-08  MO
2   1   2  -4   1   0   0   0   0   0   2   0  +7.647776326295e-08  MO
2   1   2  -4   3  -1   0   0   0   0   0   0  -1.414701832158e-07  MO
2   1   2  -4   3   0   0   0   0   0   0   0  +3.407819729870e-06  MO
2   1   1 -13   0   0   0   0  14   0   0   0  +1.750099381052e-09  VE
2   1   1 -26   0   0   0   0  22   0   0   0  +3.702636408462e-09  VE
2   1   2  -4   3   1   0   0   0   0   0   0  +6.840710125121e-07  MO
2   1   1 -21   0   0   0   0  19   0   0   0  +5.824217636282e-08  VE
2   1   1 -16   0   0   0   0  16   0   0   0  +3.834948076815e-08  VE
2   1   1 -11   0   0   0   0  13   0   0   0  +3.687404259160e-09  VE
2   1   1 -24   0   0   0   0  21   0   0   0  +1.565102324329e-08  VE
2   1   2  -3  -1  -2   1   0   0   0   0   0  -7.587201977967e-07  MO
2   1   2  -3  -1  -1   1   0   0   0   0   0  +5.633736663254e-06  MO
2   1   2  -3   0  -1   0   0   0   0  -1   0  +1.309301908556e-07  MO
2   1   2  -3  -1   0   1   0   0   0   0   0  -1.152073821147e-06  MO
2   1   1 -19   0   0   0   0  18   0   0   0  +8.786769942688e-09  VE
2   1   2  -3   0  -2   0   0   0   0   0   0  -8.841246893200e-08  MO
3   1   2  -3   0  -2   1   0   0   0   0   0  +2.450785452455e-08  MO
2   1   2  -3   0  -1   0   0   0   0   0   0  -1.376379529363e-06  MO
2   1   2  -3   0  -1   0   0   0   0   0   0  +2.757773191803e-08  SU
3   1   2  -3   0  -1   1   0   0   0   0   0  -2.842706466355e-07  MO
2   1   2  -3   0   0   0   0   0   0   0   0  -3.945304096844e-07  MO
2   1   2  -3   0   0   0   0   0   0   0   0  +9.453482774705e-06  SU
3   1   2  -3   0   0   1   0   0   0   0   0  -2.904001684978e-06  MO
2   1   1 -14   0   0   0   0  15   0   0   0  +1.526387439689e-09  VE
2   1   1 -27   0   0   0   0  23   0   0   0  +3.020446666296e-09  VE
3   1   2  -3   0   1   1   0   0   0   0   0  +3.600966182543e-07  MO
2   1   2  -3   1  -1  -1   0   0   0   0   0  -5.808719674682e-07  MO
2   1   2  -3   1  -1   1   0   0   0   0   0  -5.650774482788e-06  MO
4   1   2  -3   1  -1   1   0   0   0   0   0  +6.753730265639e-09  MO
3   1   2  -3   1   0   0   0   0   0   0   0  +5.566711006830e-08  MO
2   1   2  -3   1   0   1   0   0   0   0   0  +1.684852577723e-04  MO
4   1   2  -3   1   0   1   0   0   0   0   0  -5.914630444757e-08  MO
2   1   1 -22   0   0   0   0  20   0   0   0  +4.490041873980e-08  VE
2   1   2  -3   1   1   1   0   0   0   0   0  +3.237502932081e-05  MO
4   1   2  -3   1   1   1   0   0   0   0   0  -6.958388758537e-09  MO
2   1   2  -3   1   0   0   0   0   0   1   0  +1.734979322065e-07  MO
2   1   2  -3   1   2   1   0   0   0   0   0  -6.683634731821e-07  MO
2   1   2  -3   2   0   0   0   0   0   0   0  -1.190447288565e-06  MO
3   1   2  -3   2   0   1   0   0   0   0   0  -9.158467557192e-08  MO
2   1   1  -6   0   0   0   4   0   0   0   0  +3.070303735727e-09  ME
2   1   1 -17   0   0   0   0  17   0   0   0  +2.970761838822e-08  VE
2   1   2  -3   2   1   0   0   0   0   0   0  -2.303942983801e-07  MO
3   1   2  -3   2   1   1   0   0   0   0   0  -3.269419424048e-08  MO
2   1   1 -12   0   0   0   0  14   0   0   0  +2.923555704378e-09  VE
2   1   1 -25   0   0   0   0  22   0   0   0  +1.250396817208e-08  VE
2   1   2  -1   1   0   0   0  -1   0   0   0  +1.093402483284e-07  MO
2   1   1 -20   0   0   0   0  19   0   0   0  +7.187127241861e-09  VE
2   1   1 -15   0   0   0   0  16   0   0   0  +1.315438383459e-09  VE
2   1   1 -28   0   0   0   0  24   0   0   0  +2.448429037900e-09  VE
3   1   2  -2  -2  -2   0   0   0   0   0   0  +2.184729411688e-08  MO
3   1   2  -2  -2  -1   0   0   0   0   0   0  +6.804894888864e-08  MO
2   1   2  -2  -1  -3   0   0   0   0   0   0  +3.085226780440e-07  MO
2   1   1 -23   0   0   0   0  21   0   0   0  +3.446661845298e-08  VE
2   1   2  -2  -1  -2   0   0   0   0   0   0  -1.409830960028e-05  MO
4   1   2  -2  -1  -2   0   0   0   0   0   0  +9.977101528785e-09  MO
2   1   2  -2  -1  -1   0   0   0   0   0   0  +1.171704152139e-04  MO
4   1   2  -2  -1  -1   0   0   0   0   0   0  -1.749830114279e-08  MO
2   1   2  -2  -1   0   0   0   0   0   0   0  -1.855653904495e-05  MO
4   1   2  -2  -1   0   0   0   0   0   0   0  +5.965795067981e-08  MO
2   1   2  -2  -1   0   0   0   0   0   0   0  +2.374038517619e-08  SU
2   1   2  -2  -1   0   2   0   0   0   0   0  +2.117243273655e-06  MO
2   1   1 -18   0   0   0   0  18   0   0   0  +2.294646364408e-08  VE
3   1   2  -2   0  -2   0   0   0   0   0   0  +6.284039024438e-07  MO
2   1   2  -2  -1   1   2   0   0   0   0   0  +3.169648408760e-07  MO
2   1   2  -2   0  -1  -1   0   0   0   0   0  +1.051433007264e-07  MO
3   1   2  -2   0  -1   0   0   0   0   0   0  -1.023773411949e-05  MO
3   1   2  -2   0   0   0   0   0   0   0   0  -4.558563270813e-05  MO
2   1   2  -2   0   0   1   0   0   0   0   0  -3.195230720372e-07  MO
2   1   2  -2   0   0   1   0   0   0   0   0  +3.254070037081e-08  SU
2   1   2  -2   0   0   3   0   0   0   0   0  +1.722201217738e-07  SU
2   1   2  -2   1  -2   0   0   0   0   0   0  +8.574167559968e-07  MO
2   1   2  -3   0  -1   0   0   0   2   0   0  +1.115098307089e-07  MO
2   1   1 -13   0   0   0   0  15   0   0   0  +2.343540818729e-09  VE
2   1   1 -26   0   0   0   0  23   0   0   0  +9.983921147851e-09  VE
3   1   2  -2   0   1   0   0   0   0   0   0  +5.713144158498e-06  MO
2   1   2  -2   0   1   1   0   0   0   0   0  +3.622455324297e-08  SU
2   1   2  -2  -1   0   0   0   0   0   2   0  +1.554383358754e-07  MO
2   1   2  -2   1  -1   0   0   0   0   0   0  -1.263192638220e-04  MO
4   1   2  -2   1  -1   0   0   0   0   0   0  +1.514984493679e-07  MO
3   1   2  -2   0   2   0   0   0   0   0   0  -8.703102410494e-08  MO
2   1   2  -2  -1   1   0   0   0   0   2   0  +1.244001502039e-07  MO
2   1   2  -2   1   0   0   0   0   0   0   0  +3.943170480891e-03  MO
4   1   2  -2   1   0   0   0   0   0   0   0  -1.365634958486e-06  MO
2   1   2  -2   1   0   2   0   0   0   0   0  +2.075237117987e-07  MO
2   1   2  -2   3  -1   0   0   0   0  -2   0  +1.304130744544e-07  MO
2   1   2  -2  -1   0   0   0   0   0   3   0  +8.042559621993e-08  MO
2   1   1 -21   0   0   0   0  20   0   0   0  +5.864099764269e-09  VE
2   1   2  -2   1   1   0   0   0   0   0   0  +7.821432599796e-04  MO
4   1   2  -2   1   1   0   0   0   0   0   0  -1.641872759275e-07  MO
3   1   2  -2   2  -1   0   0   0   0   0   0  +8.580307314755e-08  MO
2   1   2  -2   1   2   0   0   0   0   0   0  -1.674725563848e-05  MO
4   1   2  -2   1   2   0   0   0   0   0   0  +2.665676869998e-08  MO
3   1   2  -2   2   0   0   0   0   0   0   0  -2.222284245135e-06  MO
2   1   1  -5   0   0   0   4   0   0   0   0  +1.484655960112e-09  ME
2   1   1 -16   0   0   0   0  17   0   0   0  +1.154326514848e-09  VE
2   1   1 -29   0   0   0   0  25   0   0   0  +1.976968202545e-09  VE
3   1   2  -2   2   1   0   0   0   0   0   0  -9.060743126834e-07  MO
3   1   2  -2   2   2   0   0   0   0   0   0  -5.126695247099e-08  MO
2   1   2  -2   3   0   0   0   0   0   0   0  -9.429640060282e-08  MO
2   1   1 -24   0   0   0   0  22   0   0   0  +2.640654731751e-08  VE
2   1   2  -2   3   1   0   0   0   0   0   0  -2.267616101312e-07  MO
2   1   2  -2   3   2   0   0   0   0   0   0  -1.859322407980e-07  MO
2   1   1 -19   0   0   0   0  19   0   0   0  +1.766906389462e-08  VE
2   1   2  -1  -3  -1   1   0   0   0   0   0  +7.393288055946e-08  MO
2   1   1 -14   0   0   0   0  16   0   0   0  +1.886858073837e-09  VE
2   1   1 -27   0   0   0   0  24   0   0   0  +7.921764270051e-09  VE
2   1   2  -1  -2  -1   0   0   0   0   0   0  -1.320047279193e-07  MO
3   1   2  -1  -2  -1   1   0   0   0   0   0  +2.471251301745e-08  MO
2   1   1 -22   0   0   0   0  21   0   0   0  +4.766005937582e-09  VE
3   1   2  -1  -2   0   1   0   0   0   0   0  -1.763132916318e-07  MO
2   1   2  -1  -1  -2  -1   0   0   0   0   0  +2.452320391152e-07  MO
3   1   2  -1  -2   1   1   0   0   0   0   0  +2.118215401496e-08  MO
2   1   2  -1  -1  -1   1   0   0   0   0   0  +4.574117316274e-07  MO
4   1   2  -1  -1  -1   1   0   0   0   0   0  +5.269956192127e-09  MO
2   1   2  -1  -1  -1   3   0   0   0   0   0  +2.850483489085e-06  MO
2   1   2  -1  -1   0  -1   0   0   0   0   0  +2.967036500791e-07  MO
3   1   2  -1  -1   0   0   0   0   0   0   0  +1.768249378640e-07  MO
2   1   2  -1  -1   0   1   0   0   0   0   0  +1.266620156330e-04  MO
4   1   2  -1  -1   0   1   0   0   0   0   0  -4.134101556543e-08  MO
3   1   2  -1   0  -2  -1   0   0   0   0   0  -1.335396666160e-08  MO
2   1   1 -30   0   0   0   0  26   0   0   0  +1.539196509899e-09  VE
3   1   2  -1  -1   1   0   0   0   0   0   0  -2.251243421880e-08  MO
2   1   2  -1  -1   1   1   0   0   0   0   0  +1.955169096666e-05  MO
3   1   2  -1   0  -1  -1   0   0   0   0   0  +2.871870301593e-07  MO
2   1   2  -1   0  -1   0   0   0   0   0   0  +3.489478468537e-06  MO
3   1   2  -1   0  -1   1   0   0   0   0   0  +1.271952533362e-07  MO
2   1   2  -1  -1   0   0   0   0   0   1   0  +1.221112202742e-07  MO
2   1   2  -1  -1   2   1   0   0   0   0   0  -2.982385887758e-07  MO
3   1   2  -1   0   0  -1   0   0   0   0   0  +4.510673183475e-07  MO
2   1   2  -1   0   0   0   0   0   0   0   0  -1.089785497187e-04  MO
4   1   2  -1   0   0   0   0   0   0   0   0  +3.663387022877e-08  MO
2   1   2  -1   0   0   0   0   0   0   0   0  -5.399658512002e-06  SU
3   1   2  -1   0   0   1   0   0   0   0   0  -2.049450147882e-06  MO
2   1   1 -25   0   0   0   0  23   0   0   0  +2.016184809658e-08  VE
3   1   2  -1   0   1  -3   0   0   0   0   0  +2.578697010517e-08  MO
2   1   2  -1   0   1   0   0   0   0   0   0  -2.109763005739e-05  MO
2   1   2  -1   0   1   0   0   0   0   0   0  +7.152814326790e-07  SU
2   1   2  -1   1  -1  -1   0   0   0   0   0  +1.015208454021e-06  MO
2   1   2  -1   0   2   0   0   0   0   0   0  +4.350527912783e-07  MO
3   1   2  -1   0   2   1   0   0   0   0   0  +6.134638324622e-08  MO
2   1   2  -1   1   0  -1   0   0   0   0   0  -2.590423942160e-05  MO
4   1   2  -1   1   0  -1   0   0   0   0   0  +8.544492078498e-09  MO
3   1   2  -1   1   0   0   0   0   0   0   0  +1.106179154115e-07  MO
2   1   2  -1   1   0   1   0   0   0   0   0  +3.701760490295e-07  MO
2   1   1 -20   0   0   0   0  20   0   0   0  +1.357830442614e-08  VE
2   1   2  -1   1   1  -1   0   0   0   0   0  -4.153748771861e-06  MO
3   1   2  -1   1   1   0   0   0   0   0   0  +2.619628709096e-08  MO
2   1   2  -1   1   1   1   0   0   0   0   0  +5.696157503588e-07  MO
2   1   2  -1   1   2   1   0   0   0   0   0  +3.959630191347e-07  MO
2   1   1  -4   0   0   0   4   0   0   0   0  +1.157723265246e-09  ME
2   1   2   1  -1   0   0   0  -1   0   0   0  +1.343702339235e-07  MO
2   1   1 -15   0   0   0   0  17   0   0   0  +1.483774073512e-09  VE
2   1   1 -28   0   0   0   0  25   0   0   0  +6.221289981318e-09  VE
2   1   2  -1   1   3   1   0   0   0   0   0  +9.097070009323e-08  MO
2   1   2  -4   1   0   0   0   2   0   0   0  +1.239227876774e-07  MO
2   1   1 -23   0   0   0   0  22   0   0   0  +3.852325796007e-09  VE
