l  tau  s   h   p   n   pp  lm  lv  la  lj  ls         Hs1         body
3   0   6  -3   0   1   0   0   0   0   0   0  +1.552072752470e-08  MO
4   0   6  -3   0   1   1   0   0   0   0   0  +6.041868290501e-09  MO
2   0   6  -3   0   2   2   0   0   0   0   0  -1.913861272859e-08  MO
3   0   6  -3   1   0  -1   0   0   0   0   0  +1.827032027966e-08  MO
3   0   6  -3   1   1  -1   0   0   0   0   0  +1.085365561168e-08  MO
2   0   6  -2  -4  -1   0   0   0   0   0   0  -2.041210832036e-07  MO
2   0   6  -2  -4   0   0   0   0   0   0   0  -1.125053761854e-06  MO
2   0   6  -2  -4   1   0   0   0   0   0   0  +7.724184910311e-08  MO
3   0   6  -2  -3  -1   0   0   0   0   0   0  -1.620812571344e-08  MO
3   0   6  -2  -3   0   0   0   0   0   0   0  -4.642108505115e-07  MO
3   0   6  -2  -3   1   0   0   0   0   0   0  -7.152559048096e-08  MO
2   0   6  -2  -2   0   0   0   0   0   0   0  -8.142781464171e-05  MO
4   0   6  -2  -2   0   0   0   0   0   0   0  +6.526664907822e-08  MO
2   0   6  -2  -2   0   2   0   0   0   0   0  +1.874064535616e-08  MO
2   0   6  -2  -2   1   0   0   0   0   0   0  -3.375939130882e-05  MO
4   0   6  -2  -2   1   0   0   0   0   0   0  +2.398657890181e-08  MO
2   0   6  -2  -2   2   0   0   0   0   0   0  -3.159788579376e-06  MO
2   0   6  -2  -1   0  -1   0   0   0   0   0  -1.536154057573e-07  MO
3   0   6  -2  -1   0   0   0   0   0   0   0  -4.403762227882e-06  MO
5   0   6  -2  -1   0   0   0   0   0   0   0  +4.052031428360e-09  MO
2   0   6  -2  -2   3   0   0   0   0   0   0  +6.808859953726e-08  MO
2   0   6  -2  -1   1  -1   0   0   0   0   0  -6.237234091511e-08  MO
3   0   6  -2  -1   1   0   0   0   0   0   0  -2.738124058862e-06  MO
3   0   6  -2  -1   2   0   0   0   0   0   0  -5.366770911454e-07  MO
4   0   6  -2   0   0   0   0   0   0   0   0  +1.033991591273e-07  MO
3   0   6  -2  -1   3   0   0   0   0   0   0  -2.720649673327e-08  MO
4   0   6  -2   0   1   0   0   0   0   0   0  +8.570770048022e-08  MO
2   0   6  -2   0   2   0   0   0   0   0   0  +5.242315660440e-07  MO
4   0   6  -2   0   2   0   0   0   0   0   0  +2.539755413133e-08  MO
2   0   6  -2   0   3   0   0   0   0   0   0  +2.167836814172e-07  MO
4   0   6  -2   0   3   0   0   0   0   0   0  +3.002844719231e-09  MO
2   0   6  -2   0   4   0   0   0   0   0   0  +2.015162058568e-08  MO
3   0   6  -2   1   2   0   0   0   0   0   0  +1.964511665714e-08  MO
3   0   6  -2   1   3   0   0   0   0   0   0  +1.226463084120e-08  MO
2   0   6  -1  -4   0   1   0   0   0   0   0  -5.609892797156e-07  MO
2   0   6  -1  -4   1   1   0   0   0   0   0  -2.070515702188e-07  MO
2   0   6  -1  -4   2   1   0   0   0   0   0  -1.855975109597e-08  MO
2   0   6  -1  -3   0   0   0   0   0   0   0  +4.030685905657e-07  MO
3   0   6  -1  -3   0   1   0   0   0   0   0  -5.784998441024e-08  MO
2   0   6  -1  -3   1   0   0   0   0   0   0  +1.676889792004e-07  MO
3   0   6  -1  -3   1   1   0   0   0   0   0  -2.876218737095e-08  MO
2   0   6  -1  -2   0  -1   0   0   0   0   0  +1.952029961760e-06  MO
3   0   6  -1  -2   0   0   0   0   0   0   0  +3.238007257484e-08  MO
4   0   6  -1  -2   0   1   0   0   0   0   0  +3.581706351854e-09  MO
2   0   6  -1  -2   1  -1   0   0   0   0   0  +7.669193055212e-07  MO
3   0   6  -1  -2   1   0   0   0   0   0   0  +1.982601091733e-08  MO
2   0   6  -1  -2   2  -1   0   0   0   0   0  +6.277030828754e-08  MO
3   0   6  -1  -1   0  -1   0   0   0   0   0  +9.091745517382e-08  MO
3   0   6  -1  -1   1  -1   0   0   0   0   0  +5.332762790538e-08  MO
3   0   6  -1  -1   2  -1   0   0   0   0   0  +9.515038086238e-09  MO
2   0   6   0  -6   0   0   0   0   0   0   0  -1.109243603513e-07  MO
3   0   6   0  -5   0   0   0   0   0   0   0  -7.087437114426e-08  MO
3   0   6   0  -5   1   0   0   0   0   0   0  -1.114308642799e-08  MO
2   0   6   0  -4   0   0   0   0   0   0   0  -1.945930207306e-05  MO
4   0   6   0  -4   0   0   0   0   0   0   0  +1.667845078994e-08  MO
2   0   6   0  -4   1   0   0   0   0   0   0  -8.072225466925e-06  MO
4   0   6   0  -4   1   0   0   0   0   0   0  +6.222762550695e-09  MO
2   0   6   0  -4   2   0   0   0   0   0   0  -7.559571133534e-07  MO
2   0   6   0  -3   0  -1   0   0   0   0   0  -7.087437114426e-08  MO
3   0   6   0  -3   0   0   0   0   0   0   0  -2.023953519614e-06  MO
2   0   6   0  -4   3   0   0   0   0   0   0  +1.631666226956e-08  MO
2   0   6   0  -3   1  -1   0   0   0   0   0  -2.883454507502e-08  MO
3   0   6   0  -3   1   0   0   0   0   0   0  -1.258734620138e-06  MO
3   0   6   0  -3   2   0   0   0   0   0   0  -2.469930228697e-07  MO
4   0   6   0  -2   0   0   0   0   0   0   0  +1.174003748663e-07  MO
3   0   6   0  -3   3   0   0   0   0   0   0  -1.230080969323e-08  MO
4   0   6   0  -2   1   0   0   0   0   0   0  +9.732111198471e-08  MO
2   0   6   0  -2   2   0   0   0   0   0   0  +2.255389636107e-07  MO
4   0   6   0  -2   2   0   0   0   0   0   0  +2.905161818726e-08  MO
5   0   6   0  -1   0   0   0   0   0   0   0  +3.581706351854e-09  MO
2   0   6   0  -2   3   0   0   0   0   0   0  +9.218371499518e-08  MO
4   0   6   0  -2   3   0   0   0   0   0   0  +3.473169795737e-09  MO
5   0   6   0  -1   1   0   0   0   0   0   0  +3.690242907970e-09  MO
3   0   6   0  -1   2   0   0   0   0   0   0  +1.931950698879e-08  MO
3   0   6   0  -1   3   0   0   0   0   0   0  +1.193902117285e-08  MO
2   0   6   1  -4   0  -1   0   0   0   0   0  +4.674669471950e-07  MO
2   0   6   1  -4   1  -1   0   0   0   0   0  +1.833182432812e-07  MO
3   0   6   1  -3   0  -1   0   0   0   0   0  +4.149714328865e-08  MO
3   0   6   1  -3   1  -1   0   0   0   0   0  +2.416747316200e-08  MO
2   0   6   2  -6   0   0   0   0   0   0   0  +9.656135609189e-08  MO
2   0   6   2  -6   1   0   0   0   0   0   0  +3.758982726844e-08  MO
3   0   6   2  -5   0   0   0   0   0   0   0  +1.208373658100e-08  MO
2   0   6   2  -4   2   0   0   0   0   0   0  +4.073738739583e-08  MO
2   0   6   2  -4   3   0   0   0   0   0   0  +1.653373538179e-08  MO
2   0   7  -8   1  -1   0   0   0   0   0   0  -2.753210640162e-08  MO
2   0   7  -8   1   0  -2   0   0   0   0   0  +3.198210520241e-08  MO
2   0   7  -8   1   1   2   0   0   0   0   0  -2.348007497326e-08  MO
2   0   7  -8   3   0   0   0   0   0   0   0  -8.230688838856e-08  MO
2   0   7  -8   3   1   0   0   0   0   0   0  -3.408047862067e-08  MO
2   0   7  -7  -1  -1   1   0   0   0   0   0  -2.554226953948e-08  MO
2   0   7  -7  -1   0   1   0   0   0   0   0  -6.172112157841e-08  MO
3   0   7  -7   0   0   1   0   0   0   0   0  -1.002154201478e-08  MO
2   0   7  -7   1   0   1   0   0   0   0   0  -4.693844263530e-07  MO
2   0   7  -7   1   1   1   0   0   0   0   0  -1.918564523624e-07  MO
2   0   7  -7   1   2   1   0   0   0   0   0  -1.852357224393e-08  MO
2   0   7  -6  -1  -1   0   0   0   0   0   0  -1.415678480283e-07  MO
2   0   7  -6  -1   0  -2   0   0   0   0   0  +1.592954855274e-07  MO
2   0   7  -6  -1   0   0   0   0   0   0   0  -6.324063336404e-08  MO
2   0   7  -6  -1   1   2   0   0   0   0   0  -8.502030229148e-08  MO
3   0   7  -6   0   0   0   0   0   0   0   0  -4.884145025255e-08  MO
2   0   7  -6   1   0   0   0   0   0   0   0  -2.613777344404e-06  MO
2   0   7  -6   1   1   0   0   0   0   0   0  -1.082941578081e-06  MO
2   0   7  -6   1   2   0   0   0   0   0   0  -1.003239567039e-07  MO
3   0   7  -6   2   0   0   0   0   0   0   0  -3.285039765134e-08  MO
3   0   7  -6   2   1   0   0   0   0   0   0  -2.044105140199e-08  MO
2   0   7  -5  -3   0   1   0   0   0   0   0  -5.260405086460e-08  MO
3   0   7  -5  -2   0   1   0   0   0   0   0  -1.631666226956e-08  MO
2   0   7  -5  -1   0   1   0   0   0   0   0  -1.906661681303e-06  MO
2   0   7  -5  -1   1   1   0   0   0   0   0  -7.770132052400e-07  MO
2   0   7  -5  -1   2   1   0   0   0   0   0  -7.203209440950e-08  MO
2   0   7  -5   0   0   0   0   0   0   0   0  +6.269795058346e-08  MO
3   0   7  -5   0   0   1   0   0   0   0   0  -6.646055119551e-08  MO
2   0   7  -5   0   1   0   0   0   0   0   0  +2.575934265172e-08  MO
3   0   7  -5   0   1   1   0   0   0   0   0  -4.012234691117e-08  MO
2   0   7  -5   1   0  -1   0   0   0   0   0  +8.078737660292e-08  MO
2   0   7  -5   1   1  -1   0   0   0   0   0  +3.219917831464e-08  MO
2   0   7  -4  -3  -1   0   0   0   0   0   0  -1.175812691265e-07  MO
2   0   7  -4  -3   0   0   0   0   0   0   0  -3.610287644964e-07  MO
2   0   7  -4  -3   0   2   0   0   0   0   0  -5.752437474189e-08  MO
2   0   7  -4  -3   1   0   0   0   0   0   0  +4.377641096710e-08  MO
3   0   7  -4  -2  -1   0   0   0   0   0   0  -1.070894020352e-08  MO
3   0   7  -4  -2   0   0   0   0   0   0   0  -1.090068811933e-07  MO
3   0   7  -4  -2   1   0   0   0   0   0   0  -1.501422359615e-08  MO
2   0   7  -4  -1   0   0   0   0   0   0   0  -1.343208621764e-05  MO
4   0   7  -4  -1   0   0   0   0   0   0   0  +1.154105380042e-08  MO
2   0   7  -4  -1   1   0   0   0   0   0   0  -5.567310288306e-06  MO
4   0   7  -4  -1   1   0   0   0   0   0   0  +4.124389132438e-09  MO
2   0   7  -4  -1   2   0   0   0   0   0   0  -5.202157134677e-07  MO
2   0   7  -4   0   0  -1   0   0   0   0   0  -1.772763749907e-08  MO
3   0   7  -4   0   0   0   0   0   0   0   0  -4.954693786731e-07  MO
3   0   7  -4   0   1   0   0   0   0   0   0  -3.080267462594e-07  MO
3   0   7  -4   0   2   0   0   0   0   0   0  -6.009307323666e-08  MO
4   0   7  -4   1   0   0   0   0   0   0   0  +7.054876147591e-09  MO
4   0   7  -4   1   1   0   0   0   0   0   0  +5.824795178267e-09  MO
2   0   7  -4   1   2   0   0   0   0   0   0  +6.660526660366e-08  MO
2   0   7  -4   1   3   0   0   0   0   0   0  +2.764064295774e-08  MO
2   0   7  -3  -3   0   1   0   0   0   0   0  -1.003565176708e-06  MO
2   0   7  -3  -3   1   1   0   0   0   0   0  -4.039730618666e-07  MO
2   0   7  -3  -3   2   1   0   0   0   0   0  -3.737275415621e-08  MO
2   0   7  -3  -2   0   0   0   0   0   0   0  +1.293393960392e-07  MO
3   0   7  -3  -2   0   1   0   0   0   0   0  -7.749510106738e-08  MO
2   0   7  -3  -2   1   0   0   0   0   0   0  +5.336380675742e-08  MO
3   0   7  -3  -2   1   1   0   0   0   0   0  -4.587478438536e-08  MO
3   0   7  -3  -2   2   1   0   0   0   0   0  -9.623574642354e-09  MO
2   0   7  -3  -1   0  -1   0   0   0   0   0  +3.980035512802e-07  MO
4   0   7  -3  -1   0   1   0   0   0   0   0  +3.183738979425e-09  MO
2   0   7  -3  -1   1  -1   0   0   0   0   0  +1.581377622621e-07  MO
3   0   7  -3   0   0  -1   0   0   0   0   0  +1.309674443809e-08  MO
2   0   7  -2  -5  -1   0   0   0   0   0   0  -2.163495351928e-08  MO
2   0   7  -2  -5   0   0   0   0   0   0   0  -1.045207035405e-07  MO
3   0   7  -2  -4   0   0   0   0   0   0   0  -5.405120494616e-08  MO
2   0   7  -2  -3   0   0   0   0   0   0   0  -1.110922302248e-05  MO
4   0   7  -2  -3   0   0   0   0   0   0   0  +1.009389971886e-08  MO
2   0   7  -2  -3   1   0   0   0   0   0   0  -4.605169897183e-06  MO
4   0   7  -2  -3   1   0   0   0   0   0   0  +3.690242907970e-09  MO
2   0   7  -2  -3   2   0   0   0   0   0   0  -4.311795585999e-07  MO
2   0   7  -2  -2   0  -1   0   0   0   0   0  -3.125852816163e-08  MO
3   0   7  -2  -2   0   0   0   0   0   0   0  -8.865989480659e-07  MO
3   0   7  -2  -2   1   0   0   0   0   0   0  -5.513295262212e-07  MO
3   0   7  -2  -2   2   0   0   0   0   0   0  -1.081385887443e-07  MO
4   0   7  -2  -1   0   0   0   0   0   0   0  +3.719185989602e-08  MO
4   0   7  -2  -1   1   0   0   0   0   0   0  +3.082438193716e-08  MO
2   0   7  -2  -1   2   0   0   0   0   0   0  +9.225607269926e-08  MO
4   0   7  -2  -1   2   0   0   0   0   0   0  +9.189428417887e-09  MO
2   0   7  -2  -1   3   0   0   0   0   0   0  +3.806015234495e-08  MO
2   0   7  -1  -5   0   1   0   0   0   0   0  -6.501339711395e-08  MO
2   0   7  -1  -5   1   1   0   0   0   0   0  -2.431218857016e-08  MO
2   0   7  -1  -4   0   0   0   0   0   0   0  +4.786462124750e-08  MO
3   0   7  -1  -4   0   1   0   0   0   0   0  -8.646745637303e-09  MO
2   0   7  -1  -4   1   0   0   0   0   0   0  +1.986218976937e-08  MO
2   0   7  -1  -3   0  -1   0   0   0   0   0  +3.227153601872e-07  MO
2   0   7  -1  -3   1  -1   0   0   0   0   0  +1.279645996617e-07  MO
3   0   7  -1  -2   0  -1   0   0   0   0   0  +2.275649793248e-08  MO
3   0   7  -1  -2   1  -1   0   0   0   0   0  +1.353089066256e-08  MO
2   0   7   0  -5   0   0   0   0   0   0   0  -1.876271445591e-06  MO
2   0   7   0  -5   1   0   0   0   0   0   0  -7.786050747297e-07  MO
2   0   7   0  -5   2   0   0   0   0   0   0  -7.199591555746e-08  MO
3   0   7   0  -4   0   0   0   0   0   0   0  -2.480783884309e-07  MO
3   0   7   0  -4   1   0   0   0   0   0   0  -1.543389827981e-07  MO
3   0   7   0  -4   2   0   0   0   0   0   0  -3.024552030454e-08  MO
4   0   7   0  -3   0   0   0   0   0   0   0  +1.957275895306e-08  MO
4   0   7   0  -3   1   0   0   0   0   0   0  +1.620812571344e-08  MO
2   0   7   0  -3   2   0   0   0   0   0   0  +3.013698374843e-08  MO
4   0   7   0  -3   2   0   0   0   0   0   0  +4.847966173216e-09  MO
2   0   7   1  -5   0  -1   0   0   0   0   0  +5.528128591548e-08  MO
2   0   7   1  -5   1  -1   0   0   0   0   0  +2.188820548355e-08  MO
2   0   8  -9   2   0   1   0   0   0   0   0  -2.196056318763e-08  MO
2   0   8  -8   2   0   0   0   0   0   0   0  -9.732111198471e-08  MO
2   0   8  -8   2   1   0   0   0   0   0   0  -4.030324117136e-08  MO
2   0   8  -7   0   0   1   0   0   0   0   0  -2.263710772076e-07  MO
2   0   8  -7   0   1   1   0   0   0   0   0  -9.265404007169e-08  MO
2   0   8  -6  -2  -1   0   0   0   0   0   0  -2.764064295774e-08  MO
2   0   8  -6  -2   0  -2   0   0   0   0   0  +3.462316140125e-08  MO
3   0   8  -6  -1   0   0   0   0   0   0   0  -1.287967132586e-08  MO
2   0   8  -6   0   0   0   0   0   0   0   0  -1.155733428383e-06  MO
2   0   8  -6   0   1   0   0   0   0   0   0  -4.788632855872e-07  MO
2   0   8  -6   0   2   0   0   0   0   0   0  -4.460852456400e-08  MO
3   0   8  -6   1   0   0   0   0   0   0   0  -2.970283752396e-08  MO
3   0   8  -6   1   1   0   0   0   0   0   0  -1.845121453985e-08  MO
2   0   8  -5  -2   0   1   0   0   0   0   0  -3.837129047248e-07  MO
2   0   8  -5  -2   1   1   0   0   0   0   0  -1.565097139204e-07  MO
3   0   8  -5  -1   0   1   0   0   0   0   0  -2.221381515190e-08  MO
3   0   8  -5  -1   1   1   0   0   0   0   0  -1.342235410644e-08  MO
2   0   8  -5   0   0  -1   0   0   0   0   0  +4.102681821214e-08  MO
2   0   8  -4  -4   0   0   0   0   0   0   0  -3.469551910533e-08  MO
3   0   8  -4  -3   0   0   0   0   0   0   0  -1.635284112159e-08  MO
2   0   8  -4  -2   0   0   0   0   0   0   0  -2.559038741269e-06  MO
2   0   8  -4  -2   1   0   0   0   0   0   0  -1.060691584077e-06  MO
2   0   8  -4  -2   2   0   0   0   0   0   0  -9.858737180607e-08  MO
3   0   8  -4  -1   0   0   0   0   0   0   0  -1.536877634614e-07  MO
3   0   8  -4  -1   1   0   0   0   0   0   0  -9.554834823480e-08  MO
3   0   8  -4  -1   2   0   0   0   0   0   0  -1.870446650412e-08  MO
4   0   8  -4   0   0   0   0   0   0   0   0  +4.558535356905e-09  MO
4   0   8  -4   0   1   0   0   0   0   0   0  +3.762600612048e-09  MO
2   0   8  -3  -4   0   1   0   0   0   0   0  -1.301715096361e-07  MO
2   0   8  -3  -4   1   1   0   0   0   0   0  -5.238697775236e-08  MO
2   0   8  -3  -3   0   0   0   0   0   0   0  +2.149023811112e-08  MO
3   0   8  -3  -3   0   1   0   0   0   0   0  -1.353089066256e-08  MO
3   0   8  -3  -3   1   1   0   0   0   0   0  -7.995526300603e-09  MO
2   0   8  -3  -2   0  -1   0   0   0   0   0  +8.845729323517e-08  MO
2   0   8  -3  -2   1  -1   0   0   0   0   0  +3.545527499815e-08  MO
2   0   8  -2  -4   0   0   0   0   0   0   0  -1.345274434215e-06  MO
2   0   8  -2  -4   1   0   0   0   0   0   0  -5.576970041800e-07  MO
2   0   8  -2  -4   2   0   0   0   0   0   0  -5.162722185955e-08  MO
3   0   8  -2  -3   0   0   0   0   0   0   0  -1.432320752221e-07  MO
3   0   8  -2  -3   1   0   0   0   0   0   0  -8.903615486780e-08  MO
3   0   8  -2  -3   2   0   0   0   0   0   0  -1.747438553480e-08  MO
4   0   8  -2  -2   0   0   0   0   0   0   0  +8.791461045459e-09  MO
4   0   8  -2  -2   1   0   0   0   0   0   0  +7.271949259824e-09  MO
2   0   8  -1  -4   0  -1   0   0   0   0   0  +4.605567864555e-08  MO
2   0   8  -1  -4   1  -1   0   0   0   0   0  +1.834267798374e-08  MO
2   0   8   0  -6   0   0   0   0   0   0   0  -1.731519858583e-07  MO
2   0   8   0  -6   1   0   0   0   0   0   0  -7.188737900135e-08  MO
3   0   8   0  -5   0   0   0   0   0   0   0  -2.785771606997e-08  MO
3   0   8   0  -5   1   0   0   0   0   0   0  -1.732967012665e-08  MO
2   0   9  -8   1   0   0   0   0   0   0   0  -6.258941402734e-08  MO
2   0   9  -8   1   1   0   0   0   0   0   0  -2.590405805987e-08  MO
2   0   9  -7  -1   0   1   0   0   0   0   0  -6.635201463939e-08  MO
2   0   9  -7  -1   1   1   0   0   0   0   0  -2.717031788123e-08  MO
2   0   9  -6  -1   0   0   0   0   0   0   0  -3.205084502128e-07  MO
2   0   9  -6  -1   1   0   0   0   0   0   0  -1.328125658349e-07  MO
3   0   9  -6   0   0   0   0   0   0   0   0  -1.439918311149e-08  MO
3   0   9  -6   0   1   0   0   0   0   0   0  -8.936176453615e-09  MO
2   0   9  -5  -3   0   1   0   0   0   0   0  -6.305973910385e-08  MO
2   0   9  -5  -3   1   1   0   0   0   0   0  -2.575934265172e-08  MO
2   0   9  -4  -3   0   0   0   0   0   0   0  -4.007893228872e-07  MO
2   0   9  -4  -3   1   0   0   0   0   0   0  -1.660971097107e-07  MO
3   0   9  -4  -2   0   0   0   0   0   0   0  -3.400812091659e-08  MO
3   0   9  -4  -2   1   0   0   0   0   0   0  -2.112844959073e-08  MO
2   0   9  -2  -5   0   0   0   0   0   0   0  -1.502145936656e-07  MO
2   0   9  -2  -5   1   0   0   0   0   0   0  -6.226380435899e-08  MO
3   0   9  -2  -4   0   0   0   0   0   0   0  -2.011544173364e-08  MO
3   0   9  -2  -4   1   0   0   0   0   0   0  -1.248170395343e-08  MO
2   0  10  -8   0   0   0   0   0   0   0   0  -2.510812331501e-08  MO
2   0  10  -6  -2   0   0   0   0   0   0   0  -6.689469741997e-08  MO
2   0  10  -6  -2   1   0   0   0   0   0   0  -2.774917951386e-08  MO
2   0  10  -4  -4   0   0   0   0   0   0   0  -5.513657050732e-08  MO
2   0  10  -4  -4   1   0   0   0   0   0   0  -2.286503448860e-08  MO
2   1  -9   2   6   0   0   0   0   0   0   0  -6.221618184104e-08  MO
3   1  -9   4   3   0   0   0   0   0   0   0  -2.542881774260e-08  MO
2   1  -9   4   4   0   0   0   0   0   0   0  -2.169380024720e-07  MO
3   1  -9   6   1   0   0   0   0   0   0   0  -1.867508747696e-08  MO
2   1  -9   6   2   0   0   0   0   0   0   0  -2.632931511135e-07  MO
2   1  -9   8   0   0   0   0   0   0   0   0  -9.895238131626e-08  MO
3   1  -8   0   6   0   0   0   0   0   0   0  -1.227950957389e-08  MO
2   1  -8   0   7   0   0   0   0   0   0   0  -6.083473701398e-08  MO
4   1  -8   2   3   0   0   0   0   0   0   0  +7.060718004986e-09  MO
3   1  -8   2   4  -1   0   0   0   0   0   0  -3.320584047273e-08  MO
3   1  -8   2   4   0   0   0   0   0   0   0  -8.390998208824e-08  MO
2   1  -8   2   5  -1   0   0   0   0   0   0  -1.115900432527e-07  MO
2   1  -8   2   5   0   0   0   0   0   0   0  -5.912583859828e-07  MO
2   1  -8   3   3   0   1   0   0   0   0   0  +6.288132194296e-08  MO
4   1  -8   4   1   0   0   0   0   0   0   0  +6.907224135313e-09  MO
3   1  -8   4   2  -1   0   0   0   0   0   0  -5.617875630054e-08  MO
3   1  -8   4   2   0   0   0   0   0   0   0  -1.418795002016e-07  MO
2   1  -8   4   3  -1   0   0   0   0   0   0  -2.975222840507e-07  MO
2   1  -8   4   3   0   0   0   0   0   0   0  -1.577558827882e-06  MO
3   1  -8   5   2   0  -1   0   0   0   0   0  -2.133564788463e-08  MO
2   1  -8   5   3   0  -1   0   0   0   0   0  -2.462553315797e-07  MO
3   1  -8   6   0  -1   0   0   0   0   0   0  -2.374038517619e-08  MO
3   1  -8   6   0   0   0   0   0   0   0   0  -6.006726766561e-08  MO
2   1  -8   6   1  -1   0   0   0   0   0   0  -2.378643333709e-07  MO
